Summary Level,State code,County Code,Place code,Place Type,Census Tract ,Description of area,Total Population,Total Population: Hispanic or Latino,"Total Population: White alone, not Hispanic or Latino","Total Population: Black or African American alone, not Hispanic or Latino","Total Population: American Indian and Alaska Native alone, not Hispanic or Latino","Total Population: Asian alone, not Hispanic or Latino","Total Population: Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Total Population: Some Other Race alone, not Hispanic or Latino","Total Population: Two or More Races, not Hispanic or Latino",Total Housing Units,Occupied Housing Units,Vacant Housing Units
140,06,073,,,009603,Census Tract 96.03,4533,944,2629,316,20,410,14,7,193,2841,2587,254
140,06,073,,,009604,Census Tract 96.04,3179,604,2124,105,19,186,12,3,126,1442,1372,70
140,06,073,,,009703,Census Tract 97.03,3446,478,2645,79,13,114,7,5,105,1392,1359,33
140,06,073,,,009704,Census Tract 97.04,5750,770,4135,236,17,369,18,12,193,2489,2392,97
140,06,073,,,009705,Census Tract 97.05,3652,549,2577,179,11,144,12,22,158,1524,1453,71
140,06,073,,,009706,Census Tract 97.06,6996,710,5468,176,24,389,18,9,202,2973,2864,109
140,06,073,,,009801,Census Tract 98.01,4894,633,3630,183,13,258,16,9,152,2297,2197,100
140,06,073,,,009802,Census Tract 98.02,6101,1051,4017,326,23,366,43,22,253,2515,2447,68
140,06,073,,,009804,Census Tract 98.04,4773,672,3534,124,19,254,13,10,147,1837,1795,42
140,06,073,,,009805,Census Tract 98.05,4715,601,3604,125,12,198,21,9,145,2033,1979,54
140,06,073,,,009901,Census Tract 99.01,626,87,438,63,5,19,1,2,11,12,8,4
140,06,073,,,009902,Census Tract 99.02,2,0,2,0,0,0,0,0,0,1,1,0
140,06,073,,,010001,Census Tract 100.01,4097,2573,498,140,2,721,31,6,126,1136,1072,64
140,06,073,,,010003,Census Tract 100.03,5906,3823,680,207,13,973,50,5,155,1478,1433,45
140,06,073,,,010004,Census Tract 100.04,4679,3585,376,122,5,489,25,0,77,1093,1077,16
140,06,073,,,010005,Census Tract 100.05,7366,6787,189,70,3,238,27,3,49,1966,1948,18
140,06,073,,,010009,Census Tract 100.09,6693,6092,204,164,2,190,1,6,34,1696,1636,60
140,06,073,,,010010,Census Tract 100.10,5510,4007,683,105,7,603,12,2,91,1754,1679,75
140,06,073,,,010011,Census Tract 100.11,3633,2219,404,206,4,634,27,13,126,932,902,30
140,06,073,,,010012,Census Tract 100.12,4581,4345,110,30,5,62,6,4,19,1269,1209,60
140,06,073,,,010013,Census Tract 100.13,5484,5336,95,19,5,19,0,0,10,1533,1451,82
140,06,073,,,010014,Census Tract 100.14,17679,8943,2891,2097,57,3071,31,188,401,3834,3523,311
140,06,073,,,010015,Census Tract 100.15,2803,2323,138,66,7,217,4,5,43,674,650,24
140,06,073,,,010103,Census Tract 101.03,5569,4194,838,168,11,247,5,7,99,1759,1672,87
140,06,073,,,010104,Census Tract 101.04,3217,1510,1061,62,16,417,16,3,132,1067,1014,53
140,06,073,,,010106,Census Tract 101.06,5200,4518,348,76,4,200,3,1,50,1549,1479,70
140,06,073,,,010107,Census Tract 101.07,6498,4685,808,176,9,682,12,2,124,1789,1725,64
140,06,073,,,010109,Census Tract 101.09,4595,3271,389,168,4,630,9,12,112,1179,1149,30
140,06,073,,,010110,Census Tract 101.10,7298,4635,869,229,4,1336,29,5,191,2176,2040,136
140,06,073,,,010111,Census Tract 101.11,3072,2779,151,39,0,69,5,1,28,811,761,50
140,06,073,,,010112,Census Tract 101.12,4764,3953,308,220,12,182,11,1,77,1420,1378,42
140,06,073,,,010200,Census Tract 102,6800,2293,3579,312,43,297,41,9,226,2940,2614,326
140,06,073,,,010300,Census Tract 103,4507,2115,1718,131,20,292,28,12,191,1595,1522,73
140,06,073,,,010401,Census Tract 104.01,2458,1538,617,100,11,112,8,6,66,803,761,42
140,06,073,,,010402,Census Tract 104.02,5558,3223,1228,254,35,563,44,7,204,1921,1781,140
140,06,073,,,010501,Census Tract 105.01,1433,460,811,16,9,80,2,1,54,588,550,38
140,06,073,,,010502,Census Tract 105.02,5514,3225,1532,247,18,279,33,18,162,2023,1872,151
140,06,073,,,010601,Census Tract 106.01,2127,442,1533,26,8,65,0,1,52,1202,878,324
140,06,073,,,010800,Census Tract 108,2390,205,2035,16,16,41,3,5,69,1228,1078,150
140,06,073,,,010900,Census Tract 109,1750,152,1523,9,2,25,1,0,38,827,719,108
140,06,073,,,011000,Census Tract 110,2799,308,2200,53,8,139,8,10,73,1534,1312,222
140,06,073,,,011100,Census Tract 111,3698,430,3013,32,10,95,3,6,109,1802,1603,199
140,06,073,,,011300,Census Tract 113,6520,1131,3423,1223,78,377,45,10,233,52,34,18
140,06,073,,,011601,Census Tract 116.01,5891,4863,290,127,15,527,9,3,57,1738,1656,82
140,06,073,,,011602,Census Tract 116.02,3228,2532,271,123,8,253,5,4,32,1028,976,52
140,06,073,,,011700,Census Tract 117,6773,4173,503,164,13,1720,47,8,145,2395,2270,125
140,06,073,,,011801,Census Tract 118.01,3961,3061,325,87,7,419,22,0,40,1124,1076,48
140,06,073,,,011802,Census Tract 118.02,6741,5179,300,302,8,810,52,7,83,1899,1810,89
140,06,073,,,011902,Census Tract 119.02,5246,2932,546,265,10,1282,75,0,136,1737,1351,386
140,06,073,,,012002,Census Tract 120.02,3285,1180,189,183,3,1630,19,3,78,1188,1137,51
140,06,073,,,012003,Census Tract 120.03,3351,1956,345,101,5,827,45,1,71,909,872,37
140,06,073,,,012101,Census Tract 121.01,2235,1724,295,36,10,132,17,0,21,701,683,18
140,06,073,,,012102,Census Tract 121.02,3279,2478,366,78,13,291,8,4,41,937,896,41
140,06,073,,,012200,Census Tract 122,3326,2364,500,71,7,290,26,2,66,954,897,57
140,06,073,,,012302,Census Tract 123.02,1586,1002,365,59,4,108,5,3,40,789,761,28
140,06,073,,,012303,Census Tract 123.03,3431,1555,1387,163,8,215,19,11,73,1506,1353,153
140,06,073,,,012304,Census Tract 123.04,3434,1818,1217,103,19,168,6,9,94,1453,1336,117
140,06,073,,,012401,Census Tract 124.01,3676,2467,660,221,14,225,7,6,76,1429,1355,74
140,06,073,,,012402,Census Tract 124.02,5445,3736,1046,255,16,230,29,9,124,2116,1950,166
140,06,073,,,012501,Census Tract 125.01,3858,2729,531,200,18,281,9,1,89,1596,1468,128
140,06,073,,,012502,Census Tract 125.02,4466,3516,430,199,14,222,9,3,73,1602,1536,66
140,06,073,,,012600,Census Tract 126,5047,3818,773,134,19,176,22,10,95,1648,1547,101
140,06,073,,,012700,Census Tract 127,4955,3522,811,248,14,239,20,14,87,1944,1848,96
140,06,073,,,012800,Census Tract 128,3913,2413,1159,85,9,167,13,15,52,1434,1371,63
140,06,073,,,012900,Census Tract 129,3374,1884,1247,58,9,100,9,2,65,1153,1110,43
140,06,073,,,013000,Census Tract 130,5903,4028,1159,226,41,318,19,18,94,1947,1862,85
140,06,073,,,013102,Census Tract 131.02,6487,4892,945,279,28,205,37,10,91,2259,2156,103
140,06,073,,,013103,Census Tract 131.03,2668,2128,325,62,10,84,36,0,23,769,746,23
140,06,073,,,013104,Census Tract 131.04,5893,4312,743,363,18,284,28,6,139,1947,1881,66
140,06,073,,,013203,Census Tract 132.03,6464,5145,575,195,9,416,32,13,79,2195,2127,68
140,06,073,,,013204,Census Tract 132.04,4014,3489,293,59,3,122,4,4,40,1152,1110,42
140,06,073,,,013205,Census Tract 132.05,2381,2041,192,68,2,53,1,4,20,667,646,21
140,06,073,,,013206,Census Tract 132.06,6544,5148,898,149,9,254,12,6,68,2492,2330,162
140,06,073,,,013301,Census Tract 133.01,5180,3246,1446,118,10,158,56,4,142,1565,1482,83
140,06,073,,,013302,Census Tract 133.02,4933,3395,1064,88,19,245,34,1,87,1356,1325,31
140,06,073,,,013303,Census Tract 133.03,4909,3694,745,110,23,219,43,3,72,1498,1442,56
140,06,073,,,013306,Census Tract 133.06,4773,3278,843,170,18,326,40,2,96,1339,1297,42
140,06,073,,,013307,Census Tract 133.07,3966,2829,520,175,3,338,23,5,73,1089,1020,69
140,06,073,,,013308,Census Tract 133.08,3731,3061,350,129,4,118,17,2,50,1000,950,50
140,06,073,,,013309,Census Tract 133.09,7005,3966,1591,188,13,965,32,3,247,2013,1968,45
140,06,073,,,013310,Census Tract 133.1,28960,12860,4894,1654,53,8212,158,61,1068,8725,8382,343
140,06,073,,,013311,Census Tract 133.11,9463,4177,2265,539,20,2092,21,9,340,2943,2810,133
140,06,073,,,013312,Census Tract 133.12,2853,1992,503,80,6,155,15,1,101,817,796,21
140,06,073,,,013313,Census Tract 133.13,9464,3810,1522,518,13,3136,65,11,389,2984,2645,339
140,06,073,,,013314,Census Tract 133.14,14837,6661,2984,802,35,3664,55,20,616,4417,4140,277
140,06,073,,,013401,Census Tract 134.01,4203,2189,1638,35,12,217,6,8,98,1451,1396,55
140,06,073,,,013409,Census Tract 134.09,5380,2731,1588,222,32,639,16,9,143,1880,1829,51
140,06,073,,,013410,Census Tract 134.10,7073,2900,2232,276,17,1315,41,9,283,2264,2140,124
140,06,073,,,013411,Census Tract 134.11,4999,2031,2040,118,8,633,27,1,141,1714,1649,65
140,06,073,,,013412,Census Tract 134.12,5086,2488,1539,174,3,732,16,8,126,1850,1734,116
140,06,073,,,013414,Census Tract 134.14,7227,3677,1737,234,13,1277,34,21,234,2254,2184,70
140,06,073,,,013415,Census Tract 134.15,1567,779,471,70,3,194,4,10,36,543,532,11
140,06,073,,,013416,Census Tract 134.16,3780,1486,1525,179,13,423,14,5,135,1253,1224,29
140,06,073,,,013417,Census Tract 134.17,2087,917,589,127,5,354,13,0,82,624,616,8
140,06,073,,,013418,Census Tract 134.18,5998,3279,1486,214,6,827,30,3,153,2114,2008,106
140,06,073,,,013419,Census Tract 134.19,7922,3824,1936,380,9,1455,22,11,285,2401,2294,107
140,06,073,,,013420,Census Tract 134.20,3471,1760,668,197,6,694,17,5,124,1134,1073,61
140,06,073,,,013421,Census Tract 134.21,4695,2353,895,175,7,1115,27,5,118,1448,1394,54
140,06,073,,,013503,Census Tract 135.03,5776,1776,2722,685,26,235,56,6,270,2125,2023,102
140,06,073,,,013504,Census Tract 135.04,3471,788,1694,414,7,403,14,13,138,1208,1156,52
140,06,073,,,013505,Census Tract 135.05,4725,1132,2607,520,24,191,25,21,205,1903,1815,88
140,06,073,,,013506,Census Tract 135.06,3509,1213,1698,222,12,219,17,7,121,1052,1009,43
140,06,073,,,013601,Census Tract 136.01,5053,1051,3191,375,18,177,17,13,211,1986,1864,122
140,06,073,,,013604,Census Tract 136.04,6147,957,4315,335,15,251,16,8,250,2228,2126,102
140,06,073,,,013605,Census Tract 136.05,5622,796,4263,148,26,204,10,15,160,2128,2072,56
140,06,073,,,013606,Census Tract 136.06,6386,1068,4189,391,14,371,15,14,324,2832,2693,139
140,06,073,,,013701,Census Tract 137.01,2352,374,1707,84,5,98,14,4,66,925,894,31
140,06,073,,,013702,Census Tract 137.02,5357,2150,1917,726,19,286,47,12,200,1731,1646,85
140,06,073,,,013801,Census Tract 138.01,4771,1522,2328,452,16,175,70,7,201,1738,1668,70
140,06,073,,,013802,Census Tract 138.02,2957,1432,824,374,12,178,22,11,104,937,880,57
140,06,073,,,013903,Census Tract 139.03,4116,1610,1384,399,16,508,38,1,160,1368,1275,93
140,06,073,,,013905,Census Tract 139.05,3676,1169,1439,566,3,293,27,6,173,1189,1131,58
140,06,073,,,013906,Census Tract 139.06,4701,1951,1470,678,8,258,105,5,226,1599,1516,83
140,06,073,,,013907,Census Tract 139.07,4185,2539,662,549,11,250,20,8,146,1326,1253,73
140,06,073,,,013908,Census Tract 139.08,3708,2106,776,413,11,246,41,5,110,1119,1053,66
140,06,073,,,013909,Census Tract 139.09,4489,2418,1072,417,22,351,39,3,167,1273,1221,52
140,06,073,,,014001,Census Tract 140.01,4630,1828,1887,386,24,305,32,9,159,1607,1535,72
140,06,073,,,014002,Census Tract 140.02,4488,1789,1476,564,22,410,31,9,187,1312,1260,52
140,06,073,,,014101,Census Tract 141.01,3507,1630,1345,272,15,108,24,0,113,1188,1131,57
140,06,073,,,014102,Census Tract 141.02,3768,1477,491,1174,5,406,46,8,161,1106,1070,36
140,06,073,,,014200,Census Tract 142,6277,2695,2219,654,21,400,70,14,204,1970,1895,75
140,06,073,,,014300,Census Tract 143,3618,1612,1222,414,17,175,40,2,136,1293,1230,63
140,06,073,,,014400,Census Tract 144,3523,1476,827,934,14,118,31,4,119,1600,1482,118
140,06,073,,,014500,Census Tract 145,3749,1163,1645,444,28,303,31,3,132,1444,1374,70
140,06,073,,,014601,Census Tract 146.01,4795,1266,2539,521,22,221,20,7,199,2267,2122,145
140,06,073,,,014602,Census Tract 146.02,4729,898,2762,417,23,406,21,11,191,1878,1811,67
140,06,073,,,014700,Census Tract 147,7605,1547,4745,440,35,466,34,37,301,3272,3113,159
140,06,073,,,014803,Census Tract 148.03,4690,766,3083,275,14,328,21,17,186,2542,2385,157
140,06,073,,,014804,Census Tract 148.04,4351,597,3196,205,24,172,10,16,131,2219,2087,132
140,06,073,,,014805,Census Tract 148.05,4328,850,2704,349,14,254,15,9,133,2110,2000,110
140,06,073,,,014806,Census Tract 148.06,2577,674,1248,361,16,151,17,7,103,1412,1260,152
140,06,073,,,014901,Census Tract 149.01,4243,772,2688,357,23,134,54,15,200,1916,1830,86
140,06,073,,,014902,Census Tract 149.02,3186,705,2111,116,14,107,9,9,115,1496,1414,82
140,06,073,,,015000,Census Tract 150,6193,1339,3817,394,17,348,23,14,241,2855,2485,370
140,06,073,,,015100,Census Tract 151,4769,827,3361,177,14,199,16,9,166,2041,1939,102
140,06,073,,,015200,Census Tract 152,3879,449,3144,86,12,96,4,7,81,1526,1477,49
140,06,073,,,015301,Census Tract 153.01,3179,970,1713,135,22,144,57,10,128,1066,1020,46
140,06,073,,,015302,Census Tract 153.02,4075,663,2972,107,11,168,5,8,141,1458,1411,47
140,06,073,,,015403,Census Tract 154.03,2508,226,2074,30,7,77,11,2,81,881,866,15
140,06,073,,,015404,Census Tract 154.04,7626,1431,5248,292,31,146,14,12,452,2717,2618,99
140,06,073,,,015405,Census Tract 154.05,5765,882,4442,83,19,147,8,7,177,1989,1936,53
140,06,073,,,015406,Census Tract 154.06,2492,265,2037,31,14,59,7,5,74,892,864,28
140,06,073,,,015501,Census Tract 155.01,4955,796,3873,45,41,80,8,2,110,1847,1780,67
140,06,073,,,015502,Census Tract 155.02,2748,443,2042,19,108,53,3,1,79,1023,959,64
140,06,073,,,015601,Census Tract 156.01,5937,1525,3784,223,30,122,15,13,225,2107,2017,90
140,06,073,,,015602,Census Tract 156.02,2536,361,1973,35,21,48,8,6,84,812,781,31
140,06,073,,,015701,Census Tract 157.01,6239,2156,2790,629,30,218,21,41,354,2268,2123,145
140,06,073,,,015703,Census Tract 157.03,7102,2056,3842,460,17,251,27,30,419,2386,2283,103
140,06,073,,,015704,Census Tract 157.04,4024,1279,2168,257,16,129,8,9,158,1482,1364,118
140,06,073,,,015801,Census Tract 158.01,3550,1326,1478,406,28,83,18,8,203,1453,1384,69
140,06,073,,,015802,Census Tract 158.02,4673,1494,2422,307,34,141,29,12,234,1519,1407,112
140,06,073,,,015901,Census Tract 159.01,3450,1683,1075,341,7,148,10,3,183,1078,1024,54
140,06,073,,,015902,Census Tract 159.02,5220,1837,2629,360,21,133,20,14,206,1855,1768,87
140,06,073,,,016000,Census Tract 160,2419,602,1512,86,5,97,2,3,112,941,896,45
140,06,073,,,016100,Census Tract 161,5788,1081,4086,178,38,184,20,12,189,2310,2226,84
140,06,073,,,016201,Census Tract 162.01,5843,753,4555,100,11,202,37,14,171,2250,2170,80
140,06,073,,,016202,Census Tract 162.02,3337,1117,1417,438,20,163,36,7,139,1528,1426,102
140,06,073,,,016301,Census Tract 163.01,4919,1801,2160,488,28,203,17,15,207,1863,1731,132
140,06,073,,,016302,Census Tract 163.02,5444,2238,2295,391,14,177,40,34,255,1850,1753,97
140,06,073,,,016401,Census Tract 164.01,4996,958,3523,164,13,140,22,8,168,1688,1632,56
140,06,073,,,016402,Census Tract 164.02,7452,1924,4526,378,55,243,24,3,299,2725,2586,139
140,06,073,,,016502,Census Tract 165.02,6915,1987,3942,352,28,181,43,6,376,2418,2327,91
140,06,073,,,016503,Census Tract 165.03,2784,599,1793,154,13,88,6,6,125,1107,1028,79
140,06,073,,,016504,Census Tract 165.04,6253,1934,3204,573,21,213,33,11,264,2514,2363,151
140,06,073,,,016605,Census Tract 166.05,7339,1211,5394,148,44,279,35,10,218,3313,3142,171
140,06,073,,,016606,Census Tract 166.06,3388,554,2462,21,15,174,20,12,130,1273,1233,40
140,06,073,,,016607,Census Tract 166.07,6365,967,4839,52,20,225,31,4,227,2393,2329,64
140,06,073,,,016608,Census Tract 166.08,2526,328,1996,23,22,71,4,2,80,823,810,13
140,06,073,,,016609,Census Tract 166.09,5227,745,4066,63,32,102,20,7,192,1781,1754,27
140,06,073,,,016610,Census Tract 166.10,4163,627,3147,48,17,142,11,0,171,1504,1435,69
140,06,073,,,016612,Census Tract 166.12,6143,856,4723,77,50,181,21,10,225,2137,2102,35
140,06,073,,,016613,Census Tract 166.13,1860,288,1438,12,8,57,14,2,41,705,692,13
140,06,073,,,016614,Census Tract 166.14,3912,639,2894,46,11,165,23,5,129,1369,1342,27
140,06,073,,,016615,Census Tract 166.15,3059,609,1945,206,26,159,18,6,90,863,823,40
140,06,073,,,016616,Census Tract 166.16,4067,719,2870,98,22,195,16,5,142,1443,1370,73
140,06,073,,,016617,Census Tract 166.17,3102,591,2203,70,22,114,5,9,88,1519,1419,100
140,06,073,,,016701,Census Tract 167.01,8666,1543,6240,214,43,251,35,14,326,3348,3180,168
140,06,073,,,016702,Census Tract 167.02,6944,1494,4919,100,79,94,17,0,241,2809,2655,154
140,06,073,,,016802,Census Tract 168.02,6942,859,5718,61,42,107,8,10,137,2848,2686,162
140,06,073,,,016804,Census Tract 168.04,7292,1702,5083,83,50,83,22,4,265,2682,2504,178
140,06,073,,,016806,Census Tract 168.06,4081,905,2774,113,31,56,42,0,160,1489,1417,72
140,06,073,,,016807,Census Tract 168.07,7135,1325,5369,117,34,105,18,4,163,2561,2449,112
140,06,073,,,016809,Census Tract 168.09,5486,1072,3940,100,51,146,6,6,165,1944,1872,72
140,06,073,,,016810,Census Tract 168.10,2792,381,2250,17,13,52,5,3,71,924,893,31
140,06,073,,,016811,Census Tract 168.11,4374,606,3515,36,24,78,11,0,104,1665,1582,83
140,06,073,,,016901,Census Tract 169.01,6909,972,5383,186,49,124,13,7,175,2603,2458,145
140,06,073,,,016902,Census Tract 169.02,2341,363,1374,22,495,27,9,2,49,844,791,53
140,06,073,,,017006,Census Tract 170.06,2876,215,2350,25,11,205,2,2,66,1069,1042,27
140,06,073,,,017009,Census Tract 170.09,4024,815,2687,54,15,303,17,9,124,1470,1412,58
140,06,073,,,017010,Census Tract 170.10,3152,473,2293,30,13,243,10,6,84,1035,1010,25
140,06,073,,,017014,Census Tract 170.14,2416,112,2124,27,6,123,4,1,19,1725,1607,118
140,06,073,,,017015,Census Tract 170.15,7295,712,5009,198,10,1065,13,8,280,3224,3081,143
140,06,073,,,017018,Census Tract 170.18,3834,517,1647,148,9,1293,12,8,200,1742,1630,112
140,06,073,,,017019,Census Tract 170.19,5883,315,5053,73,16,292,6,6,122,3146,2957,189
140,06,073,,,017020,Census Tract 170.20,3694,298,3079,35,6,184,6,1,85,1404,1341,63
140,06,073,,,017021,Census Tract 170.21,3177,229,2634,24,11,207,2,4,66,1105,1064,41
140,06,073,,,017022,Census Tract 170.22,5316,559,3907,165,7,450,10,19,199,2202,2142,60
140,06,073,,,017029,Census Tract 170.29,8823,618,6712,97,14,1037,9,29,307,3404,3132,272
140,06,073,,,017030,Census Tract 170.30,17064,1497,9300,388,26,4977,17,48,811,6147,5758,389
140,06,073,,,017031,Census Tract 170.31,3853,551,2468,128,18,522,16,7,143,1445,1385,60
140,06,073,,,017032,Census Tract 170.32,13593,1263,7098,305,18,4204,47,31,627,4404,4248,156
140,06,073,,,017033,Census Tract 170.33,4694,403,2596,122,6,1294,21,13,239,1579,1551,28
140,06,073,,,017034,Census Tract 170.34,4747,617,2846,146,18,874,15,16,215,1711,1622,89
140,06,073,,,017035,Census Tract 170.35,2354,360,1126,100,3,583,4,8,170,833,807,26
140,06,073,,,017036,Census Tract 170.36,3276,365,1839,105,13,729,18,13,194,1223,1194,29
140,06,073,,,017037,Census Tract 170.37,5880,647,3167,133,8,1603,16,18,288,2074,2031,43
140,06,073,,,017039,Census Tract 170.39,6921,627,3802,120,6,2074,6,14,272,2800,2693,107
140,06,073,,,017040,Census Tract 170.40,4363,779,2723,80,18,587,9,7,160,1438,1400,38
140,06,073,,,017041,Census Tract 170.41,6147,1229,3969,99,14,619,22,11,184,2177,2117,60
140,06,073,,,017042,Census Tract 170.42,7869,647,4088,169,13,2557,16,12,367,2721,2643,78
140,06,073,,,017043,Census Tract 170.43,5535,539,2657,178,13,1837,9,20,282,2056,1981,75
140,06,073,,,017044,Census Tract 170.44,5570,401,3119,88,16,1679,4,18,245,1886,1848,38
140,06,073,,,017045,Census Tract 170.45,2790,185,1688,52,18,720,4,5,118,861,851,10
140,06,073,,,017046,Census Tract 170.46,3678,302,2474,41,1,740,9,3,108,1418,1394,24
140,06,073,,,017047,Census Tract 170.47,4021,371,3007,55,9,424,8,15,132,1411,1390,21
140,06,073,,,017048,Census Tract 170.48,6123,1728,3109,163,23,868,7,14,211,2216,2102,114
140,06,073,,,017049,Census Tract 170.49,2919,559,1846,54,8,318,6,10,118,960,938,22
140,06,073,,,017050,Census Tract 170.50,3068,667,1827,38,13,423,3,4,93,1064,1029,35
140,06,073,,,017051,Census Tract 170.51,4301,393,2890,138,6,753,6,9,106,2128,2012,116
140,06,073,,,017052,Census Tract 170.52,4796,444,2765,86,9,1305,15,8,164,2254,2122,132
140,06,073,,,017053,Census Tract 170.53,3364,172,2841,37,8,204,6,0,96,1133,1102,31
140,06,073,,,017054,Census Tract 170.54,5810,510,4440,89,9,532,13,11,206,2091,1987,104
140,06,073,,,017055,Census Tract 170.55,5483,420,3094,115,17,1598,12,16,211,2027,1975,52
140,06,073,,,017056,Census Tract 170.56,4144,442,2348,153,10,935,23,8,225,1774,1702,72
140,06,073,,,017104,Census Tract 171.04,3907,447,3153,18,6,168,3,15,97,1502,1468,34
140,06,073,,,017106,Census Tract 171.06,4973,321,4372,17,1,158,4,14,86,2183,1879,304
140,06,073,,,017107,Census Tract 171.07,2871,207,2385,9,1,171,0,1,97,1009,993,16
140,06,073,,,017108,Census Tract 171.08,4658,567,3678,18,11,210,8,17,149,1706,1674,32
140,06,073,,,017109,Census Tract 171.09,6650,638,5230,37,9,454,0,12,270,2224,2156,68
140,06,073,,,017110,Census Tract 171.10,10622,1555,7724,144,27,743,14,25,390,3793,3531,262
140,06,073,,,017200,Census Tract 172,4146,175,3758,9,2,114,1,11,76,2590,2058,532
140,06,073,,,017303,Census Tract 173.03,3018,283,2557,10,6,85,5,6,66,1344,1227,117
140,06,073,,,017304,Census Tract 173.04,5508,1501,3681,20,13,177,11,14,91,3159,2520,639
140,06,073,,,017305,Census Tract 173.05,2969,172,2542,13,9,157,3,4,69,1361,1279,82
140,06,073,,,017306,Census Tract 173.06,2818,154,2415,22,1,165,2,6,53,1297,1200,97
140,06,073,,,017401,Census Tract 174.01,5355,375,4600,21,26,159,6,19,149,2685,2484,201
140,06,073,,,017403,Census Tract 174.03,4922,519,4063,17,8,179,5,25,106,2104,2013,91
140,06,073,,,017404,Census Tract 174.04,6338,1045,4868,29,25,204,12,14,141,2728,2564,164
140,06,073,,,017501,Census Tract 175.01,2769,226,2374,13,11,80,6,7,52,1429,1291,138
140,06,073,,,017502,Census Tract 175.02,3641,1265,2132,25,8,107,7,21,76,1306,1247,59
140,06,073,,,017601,Census Tract 176.01,4941,322,4290,35,5,171,8,14,96,2257,2122,135
